Unique ID,Abbreviation,Parent Agency,Bureau,Date,Fedscope ID,Capacity Score,Capacity Score SD,Capacity Upperbound,Capacity Lowerbound
DLWH-201609,WHD,Department of Labor,Wage and Hour Division,2016,DLWH,0.006010603,0.7376201,-1.445218,1.420588
DN00-201609,DOE,Department of Energy,,2016,DN00,0.5445527,0.7322422,-0.8823271,1.99115
DNFE-201609,FERC,Department of Energy,Federal Energy Regulatory Commission,2016,DNFE,0.7545432,0.7295932,-0.6673281,2.182916
EB00-201609,EXIM,Export-Import Bank of the United States,,2016,EB00,0.6069562,0.7212206,-0.8014536,2.016385
ED-DEP-201609,DOED,Department of Education,,2016,ED-DEP,0.5106516,0.7377222,-0.924546,1.950476
EDEB-201609,EDSEC,Department of Education,Office of the Secretary,2016,EDEB,0.771923,0.7387264,-0.67813,2.234177
EDEC-201609,EDCIV,Department of Education,Office of Civil Rights,2016,EDEC,0.8608705,0.7331236,-0.5782888,2.301692
EDEE-201609,EDUSEC,Department of Education,Office of the Under Secretary,2016,EDEE,-0.1431968,0.7349105,-1.597151,1.280945
EDEH-201609,PSER,Department of Education,Office of Special Education and Rehabilitative Services,2016,EDEH,0.7462445,0.7329598,-0.6861913,2.196087
EDEL-201609,EDCFO,Department of Education,Office of the Chief Financial Officer,2016,EDEL,0.6809359,0.7302834,-0.750615,2.105332
EDEM-201609,EDMANG,Department of Education,Office of Management,2016,EDEM,-0.1831851,0.7281227,-1.596343,1.242615
EDEN-201609,OFSA,Department of Education,Federal Student Aid,2016,EDEN,0.1298485,0.7273721,-1.284662,1.559321
EDEP-201609,OPE,Department of Education,Office of Postsecondary Education,2016,EDEP,0.3775588,0.7340558,-1.05931,1.812703
EDER-201609,EDER,Department of Education,Institute of Education Sciences,2016,EDER,1.201192,0.7292787,-0.211573,2.603444
EDES-201609,OESA,Department of Education,Office of Elementary and Secondary Education,2016,EDES,0.5962555,0.7195119,-0.8146166,2.015702
EDET-201609,OELA,Department of Education,Office of English Language Acquisition,2016,EDET,0.9741157,0.7327631,-0.4690557,2.437975
EDEU-201609,OII,Department of Education,Office of Innovation and Improvement,2016,EDEU,0.5277923,0.7360192,-0.900661,1.958504
EDEV-201609,EDEV,Department of Education,"Office of Career, Technical, and Adult Education",2016,EDEV,0.7763391,0.7214994,-0.650078,2.179132
EE00-201609,EEOC,Equal Employment Opportunity Commission,,2016,EE00,0.1281378,0.7346562,-1.30816,1.574931
EP00-201609,EPA,Environmental Protection Agency,,2016,EP00,0.8195815,0.7281574,-0.5980926,2.250434
EW00-201609,TDA,Trade and Development Agency,,2016,EW00,0.8196401,0.7145845,-0.5676044,2.221335
FC00-201609,FCC,Federal Communications Commission,,2016,FC00,0.8705939,0.7312858,-0.5743012,2.314689
FD00-201609,FDIC,Federal Deposit Insurance Corporation,,2016,FD00,0.7042226,0.7280319,-0.7128889,2.126991
FJ00-201609,CSHIB,Chemical Safety and Hazard Investigation Board,,2016,FJ00,0.273402,0.7285401,-1.150056,1.693641
FL00-201609,FCA,Farm Credit Administration,,2016,FL00,0.6557673,0.7243823,-0.7585932,2.079184
FM00-201609,FMCS,Federal Mediation and Conciliation Service,,2016,FM00,-0.6438562,0.7317882,-2.083472,0.7784218
FRFT-201609,CFPB,Board of Governors of the Federal Reserve System,Consumer Financial Protection Bureau,2016,FRFT,0.6373943,0.7372143,-0.8111486,2.092222
FT00-201609,FTC,Federal Trade Commission,,2016,FT00,1.197667,0.7235195,-0.2115332,2.622918
FW00-201609,OSC,Office of Special Counsel,,2016,FW00,0.6835658,0.7202521,-0.7207282,2.094867
GB00-201609,OPIC,International Development Finance Corporation,Overseas Private Investment Corporation,2016,GB00,0.4052526,0.7188793,-1.017801,1.817715
GG00-201609,OGE,Office of Government Ethics,,2016,GG00,0.6349186,0.726826,-0.7934697,2.040799
GJ00-201609,Presidio,Presidio Trust,,2016,GJ00,-0.03125749,0.731796,-1.473033,1.405413
GQ00-201609,EAC,Election Assistance Commission,,2016,GQ00,-0.6915409,0.7366076,-2.139756,0.7324029
GS-DEP-201609,GSA,General Services Administration,,2016,GS-DEP,-0.1742042,0.7299939,-1.604281,1.237168
GS30-201609,OAP,General Services Administration,Office of Acquisition Policy,2016,GS30,-0.03498059,0.7165647,-1.445827,1.380441
HE-DEP-201609,HHS,Department of Health and Human Services,,2016,HE-DEP,0.5898239,0.7247145,-0.8414425,1.995023
HE12-201609,ACL,Department of Health and Human Services,Administration for Community Living,2016,HE12,0.4725791,0.7271469,-0.9530705,1.899761
HE13-201609,HHSIG,Department of Health and Human Services,Office of the Inspector General,2016,HE13,0.2041788,0.7268732,-1.228207,1.63475
HE31-201609,ASH,Department of Health and Human Services,Office of the Assistant Secretary for Health,2016,HE31,-0.3568852,0.730056,-1.79479,1.083183
HE32-201609,SAMHSA,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,2016,HE32,0.7197311,0.7341945,-0.7097725,2.150503
HE33-201609,AHRQ,Department of Health and Human Services,Agency for Healthcare Research and Quality,2016,HE33,1.03602,0.7296545,-0.4012984,2.47246
HE34-201609,HRSA,Department of Health and Human Services,Health Resources and Services Administration,2016,HE34,0.4781355,0.7290811,-0.943084,1.905584
HE35-201609,ATSDR,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,2016,HE35,1.11541,0.7285455,-0.3161091,2.55644
HE36-201609,FDA,Department of Health and Human Services,Food and Drug Administration,2016,HE36,0.7715826,0.7235373,-0.652442,2.200612
HE37-201609,IHS,Department of Health and Human Services,Indian Health Service,2016,HE37,-0.5973491,0.7430464,-2.035441,0.8600111
HE38-201609,NIH,Department of Health and Human Services,National Institutes of Health,2016,HE38,0.9776718,0.7225489,-0.4394526,2.398522
HE39-201609,CDC,Department of Health and Human Services,Centers for Disease Control and Prevention,2016,HE39,0.7011104,0.7316351,-0.7211483,2.134247
HE70-201609,CMS,Department of Health and Human Services,Centers for Medicare and Medicaid Services,2016,HE70,0.5071235,0.7218672,-0.902132,1.916827
HE90-201609,ACF,Department of Health and Human Services,Administration for Children and Families,2016,HE90,0.4891454,0.7239556,-0.9331295,1.903261
HFHA-201609,FHFA,Federal Housing Finance Agency,,2016,HFHA,1.321921,0.7299125,-0.1174119,2.73678
HP00-201609,ACHP,Advisory Council on Historic Preservation,,2016,HP00,0.49723,0.7204533,-0.9219662,1.915769
HS-DEP-201609,DHS,Department of Homeland Security,,2016,HS-DEP,-0.751185,0.7314393,-2.17784,0.7066438
HSAB-201609,CIS,Department of Homeland Security,United States Citizenship and Immigration Services,2016,HSAB,-0.6453571,0.7273959,-2.065154,0.7786051
HSAC-201609,USCG,Department of Homeland Security,United States Coast Guard,2016,HSAC,-0.5360274,0.7324281,-1.969104,0.8950152
HSAD-201609,USSS,Department of Homeland Security,United States Secret Service,2016,HSAD,-1.117343,0.7258867,-2.551067,0.2992288
HSBB-201609,ICE,Department of Homeland Security,United States Immigration and Customs Enforcement,2016,HSBB,-0.4989209,0.7187079,-1.902776,0.9127472
HSBC-201609,TSA,Department of Homeland Security,Transportation Security Administration,2016,HSBC,-1.186509,0.7285588,-2.592345,0.2430795
HSBD-201609,CBP,Department of Homeland Security,United States Customs and Border Protection,2016,HSBD,-0.7513805,0.7327082,-2.188333,0.6753784
HSBE-201609,FLETC,Department of Homeland Security,Federal Law Enforcement Training Center,2016,HSBE,-0.8850634,0.7304769,-2.339912,0.5418248
HSCA-201609,CISA,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,2016,HSCA,-0.3373163,0.7320867,-1.776263,1.115954
HSCB-201609,FEMA,Department of Homeland Security,Federal Emergency Management Agency,2016,HSCB,-0.8913251,0.7286925,-2.312725,0.5280138
HSDA-201609,DNDO,Department of Homeland Security,Domestic Nuclear Detection Office,2016,HSDA,1.101539,0.7266851,-0.3150567,2.52448
HU-DEP-201609,HUD,Department of Housing and Urban Development,,2016,HU-DEP,-0.3350594,0.7243932,-1.764695,1.073094
HUAA-201609,HUDSEC,Department of Housing and Urban Development,Office of the Secretary,2016,HUAA,-1.245978,0.7361416,-2.675083,0.189731
HUBB-201609,HUDMANG,Department of Housing and Urban Development,Office of Administration,2016,HUBB,-0.7658252,0.7355344,-2.207212,0.6793388
HUCC-201609,HUDGC,Department of Housing and Urban Development,Office of the General Counsel,2016,HUCC,0.3918342,0.7372892,-1.051073,1.828545
HUDD-201609,OCPD,Department of Housing and Urban Development,Assistant Secretary for Community Planning and Development,2016,HUDD,-0.6964853,0.7299415,-2.123534,0.7424904
HUEE-201609,OFHEO,Department of Housing and Urban Development,Assistant Secretary for Fair Housing and Equal Opportunity,2016,HUEE,0.01705171,0.732796,-1.425965,1.447406
HUGG-201609,HUDIG,Department of Housing and Urban Development,Office of the Inspector General,2016,HUGG,0.3460666,0.7250491,-1.069887,1.772583
HUKK-201609,OFPM,Department of Housing and Urban Development,Office of Field Policy and Management,2016,HUKK,-0.9405695,0.7211933,-2.385303,0.4738139
HULL-201609,OHHLHC,Department of Housing and Urban Development,Office of Healthy Homes and Lead Hazard Control,2016,HULL,-0.7574525,0.7362484,-2.20683,0.6887456
HUMM-201609,HOUS,Department of Housing and Urban Development,Assistant Secretary for Housing,2016,HUMM,-0.7052725,0.7260131,-2.142325,0.6989666
HUPP-201609,OPIH,Department of Housing and Urban Development,Office of Public and Indian Housing,2016,HUPP,-0.3653923,0.7234185,-1.768166,1.052242
HURR-201609,HUDPOL,Department of Housing and Urban Development,Policy Development and Research,2016,HURR,0.2767434,0.7231435,-1.140344,1.68835
HUTT-201609,GNMA,Department of Housing and Urban Development,Government National Mortgage Association,2016,HUTT,-0.2134116,0.7303932,-1.636853,1.209727
IB00-201609,BBG,Agency for Global Media,,2016,IB00,-0.3901027,0.7281183,-1.819288,1.041155
IF00-201609,IAF,Inter-American Foundation,,2016,IF00,0.6691748,0.7178742,-0.7305821,2.072737
IN-DEP-201609,INT,Department of the Interior,,2016,IN-DEP,-0.2809353,0.719907,-1.715567,1.136426
IN01-201609,DOISEC,Department of the Interior,Office of the Secretary,2016,IN01,0.002142827,0.7290955,-1.439734,1.453781
IN05-201609,BLM,Department of the Interior,Bureau of Land Management,2016,IN05,-0.7968409,0.7405227,-2.249612,0.6629939
IN06-201609,BIA,Department of the Interior,Bureau of Indian Affairs,2016,IN06,-1.32917,0.7268563,-2.751083,0.1093398
IN07-201609,BOR,Department of the Interior,Bureau of Reclamation,2016,IN07,-0.1145078,0.72969,-1.559751,1.305149
IN08-201609,USGS,Department of the Interior,United States Geological Survey,2016,IN08,0.3075078,0.7325849,-1.133955,1.746802
IN10-201609,NPS,Department of the Interior,National Park Service,2016,IN10,-0.7713073,0.7425832,-2.2169,0.676419
IN15-201609,USFWS,Department of the Interior,United States Fish and Wildlife Service,2016,IN15,0.2175231,0.7314906,-1.208999,1.651224
IN21-201609,DOIGC,Department of the Interior,Office of the Solicitor,2016,IN21,1.206619,0.7244713,-0.2221426,2.615044
IN22-201609,OSMR,Department of the Interior,Office of Surface Mining Reclamation and Enforcement,2016,IN22,0.07836441,0.7313646,-1.360547,1.509011
IN26-201609,BSEE,Department of the Interior,Bureau of Safety and Environmental Enforcement,2016,IN26,0.2438605,0.737468,-1.203082,1.663516
IN27-201609,BOEM,Department of the Interior,Bureau of Ocean Energy Management,2016,IN27,0.7162136,0.7291898,-0.7052172,2.143216
KS00-201609,CNCS,Corporation for National and Community Service,,2016,KS00,-0.1437839,0.7321156,-1.583195,1.299721
LF00-201609,FEC,Federal Election Commission,,2016,LF00,0.6526949,0.7300542,-0.785807,2.060266
MC00-201609,FMC,Federal Maritime Commission,,2016,MC00,0.267129,0.7176362,-1.120038,1.673376
MI00-201609,MCC,Millennium Challenge Corporation,,2016,MI00,0.5955182,0.7316944,-0.8434087,2.02166
NF00-201609,NSF,National Science Foundation,,2016,NF00,0.9625326,0.7241182,-0.4602535,2.390343
NL00-201609,NLRB,National Labor Relations Board,,2016,NL00,0.700556,0.7235736,-0.6974545,2.100319
NM00-201609,NMB,National Mediation Board,,2016,NM00,0.1265099,0.7312374,-1.312932,1.577038
NN-DEP-201609,NASA,National Aeronautics and Space Administration,,2016,NN-DEP,1.070036,0.727512,-0.3724552,2.496645
NQ00-201609,NARA,National Archives and Records Administration,,2016,NQ00,-0.546204,0.7294892,-1.95489,0.8544025
NU00-201609,NRC,Nuclear Regulatory Commission,,2016,NU00,1.120132,0.7221689,-0.3060212,2.532193
NV-DEP-201609,NAVY,Department of Defense,Navy,2016,NV-DEP,-0.1035897,0.7259681,-1.539394,1.307999
OM00-201609,OPM,Office of Personnel Management,,2016,OM00,-0.3935472,0.7271879,-1.817756,1.022292
OS00-201609,OSHRC,Occupational Safety and Health Review Commission,,2016,OS00,0.5303355,0.7241056,-0.8968437,1.957191
PU00-201609,PC,Peace Corps,,2016,PU00,-1.506666,0.7302772,-2.952687,-0.07285981
QQ00-201609,ODNCP,Executive Office of the President,Office of National Drug Control Policy,2016,QQ00,0.40555,0.7286625,-1.015707,1.830249
RF00-201609,FRTIB,Federal Retirement Thrift Investment Board,,2016,RF00,0.2919856,0.7229907,-1.135652,1.709389
RR00-201609,RRB,Railroad Retirement Board,,2016,RR00,-0.596684,0.7366257,-2.041347,0.87064
RS00-201609,FMSHRC,Federal Mine Safety and Health Review Commission,,2016,RS00,0.4061438,0.7303228,-1.0175,1.834524
SB00-201609,SBA,Small Business Administration,,2016,SB00,-0.7275094,0.7267499,-2.146083,0.7157535
SE00-201609,SEC,Securities and Exchange Commission,,2016,SE00,1.999311,0.7274716,0.5725444,3.423977
SK00-201609,CPSC,Consumer Product Safety Commission,,2016,SK00,0.3333172,0.732851,-1.081692,1.740936
ST00-201609,STAT,Department of State,,2016,ST00,0.03128774,0.726807,-1.404726,1.445929
SZ00-201609,SSA,Social Security Administration,,2016,SZ00,-0.3433178,0.7456599,-1.799304,1.124015
TB00-201609,NTSB,National Transportation Safety Board,,2016,TB00,0.4761947,0.7292621,-0.9400667,1.895965
TC00-201609,USITC,United States International Trade Commission,,2016,TC00,0.5309543,0.7273879,-0.8855238,1.947908
TD-DEP-201609,DOT,Department of Transportation,,2016,TD-DEP,-0.2865789,0.7270461,-1.716946,1.135187
TD01-201609,DOTSEC,Department of Transportation,Office of the Secretary,2016,TD01,0.5186037,0.7330422,-0.9148417,1.94348
TD03-201609,FAA,Department of Transportation,Federal Aviation Administration,2016,TD03,-0.3400103,0.730082,-1.780233,1.076243
TD04-201609,FHWA,Department of Transportation,Federal Highway Administration,2016,TD04,0.3678829,0.7394569,-1.081331,1.833034
TD05-201609,FRA,Department of Transportation,Federal Railroad Administration,2016,TD05,-0.4257575,0.7252333,-1.844089,0.9923252
TD06-201609,STLSDC,Department of Transportation,Saint Lawrence Seaway Development Corporation,2016,TD06,-0.4963517,0.7248778,-1.92138,0.9186575
TD09-201609,FTA,Department of Transportation,Federal Transit Administration,2016,TD09,0.3161891,0.7311989,-1.124522,1.733849
TD10-201609,NHTSA,Department of Transportation,National Highway Traffic Safety Administration,2016,TD10,0.6264635,0.7245222,-0.7883381,2.052483
TD13-201609,MA,Department of Transportation,Maritime Administration,2016,TD13,-0.09877894,0.7339089,-1.525056,1.3292
TD15-201609,STB,Surface Transportation Board,,2016,TD15,0.9256582,0.7342162,-0.5235926,2.375037
TD16-201609,PHMSA,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,2016,TD16,0.3948817,0.7319685,-1.039566,1.848168
TD17-201609,FMCSA,Department of Transportation,Federal Motor Carrier Safety Administration,2016,TD17,-0.515703,0.7305287,-1.938865,0.9239964
TN00-201609,USTR,Executive Office of the President,Office of the United States Trade Representative,2016,TN00,0.5795159,0.7328085,-0.8562272,2.029556
TR-DEP-201609,TRS,Department of the Treasury,,2016,TR-DEP,-0.715675,0.7332863,-2.146705,0.745216
TR40-201609,ATTTB,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,2016,TR40,-0.09087845,0.724355,-1.489917,1.32804
TR91-201609,TRSMANG,Department of the Treasury,Departmental Offices,2016,TR91,0.2496262,0.7386111,-1.197867,1.711039
TR93-201609,IRS,Department of the Treasury,Internal Revenue Service,2016,TR93,-0.876354,0.7332341,-2.298685,0.5576972
TRAD-201609,MINT,Department of the Treasury,United States Mint,2016,TRAD,-0.5592338,0.7333061,-1.993552,0.8734318
TRAF-201609,FINCEN,Department of the Treasury,Financial Crimes Enforcement Network,2016,TRAF,0.3535666,0.7271297,-1.079307,1.768069
TRAI-201609,BEP,Department of the Treasury,Bureau of Engraving and Printing,2016,TRAI,-0.3253437,0.7247354,-1.758958,1.091409
TRAJ-201609,OCC,Department of the Treasury,Office of the Comptroller of the Currency,2016,TRAJ,0.5331687,0.732415,-0.9062379,1.959395
TRFD-201609,BFS,Department of the Treasury,Bureau of the Fiscal Service,2016,TRFD,-0.5664532,0.7308189,-1.999493,0.8613458
VA-DEP-201609,DVA,Department of Veterans Affairs,,2016,VA-DEP,0.1559192,0.7328627,-1.277343,1.60812
VAAD-201609,BVA,Department of Veterans Affairs,Board of Veterans Appeals,2016,VAAD,0.7128757,0.7322518,-0.7204158,2.129936
VALA-201609,VBA,Department of Veterans Affairs,Veterans Benefits Administration,2016,VALA,-0.5982583,0.7350785,-2.029366,0.8339577
VAPA-201609,NCA,Department of Veterans Affairs,National Cemetery Administration,2016,VAPA,-0.619904,0.7312548,-2.057829,0.819433
VATA-201609,VHA,Department of Veterans Affairs,Veterans Health Administration,2016,VATA,0.2176412,0.7335047,-1.217341,1.666448
VD00-201609,PCLOB,Privacy and Civil Liberties Oversight Board,,2016,VD00,1.050553,0.7256349,-0.3628928,2.486041
AF-DEP-201709,USAF,Department of Defense,Air Force,2017,AF-DEP,-0.4056364,0.7239087,-1.817385,1.022811
AG-DEP-201709,USDA,Department of Agriculture,,2017,AG-DEP,-0.8048686,0.7288575,-2.240743,0.6227787
